keys,real,docs,classification
ObjectAnimator_setIntValues,sink, Sets int values that will be animated between.,sink
BassBoost_setProperties,sink, Sets the bass boost properties.,sink
DatagramSocket_setReceiveBufferSize,sink,sets the SO_RCVBUF choice to the specified economic value for this DatagramSocket.,sink
ColorMatrix_setScale,sink, Set this colormatrix to scale by the specified values.,sink
SearchManager_startSearch,sink, Launch search UI.,sink
WebSettings_setBlockNetworkLoads,sink, Sets whether the WebView should not load resources from the network.,sink
WebSettings_setSupportZoom,sink, Sets whether the WebView should support zooming using its on-screen zoom  controls and gestures.,sink
SimpleAdapter_setViewImage,sink, Called by bindView to set the image for an ImageView but only if  there is no existing ViewBinder or if the existing ViewBinder cannot  handle binding to an ImageView.,sink
DateFormat_setLenient,sink, Specify whether or not date/time parsing is to be lenient.,sink
AccessibilityRecord_setChecked,sink,sets if the seed equal gibe.,sink
KeyStore_setEntry,sink, Saves a keystore Entry under the specified alias.,sink
ValueAnimator_setFrameDelay,sink,"the quantity of time, in msec, between each frame of the animation.",sink
SipAudioCall_setSpeakerMode,sink, Puts the device to speaker mode.,sink
TextToSpeech_setPitch,sink,set the speech sales pitch for the TextToSpeech engine.,sink
Log_e,sink, Send a ERROR log message and log the exception.,sink
Attributes_put,sink,associates the specified note value with the nail down dimension name  in this Map.,sink
Attributes_put,sink, Associates the specified value with the specified attribute name   in this Map.,sink
WifiP2pManager_stopPeerDiscovery,neither, Stop an ongoing peer discovery  The function call immediately returns after sending a stop request  to the framework.,sink
NfcAdapter_enableForegroundDispatch,sink,enable foreground expeditiousness to the given Bodily function.,sink
CalendarView_setMinDate,sink,"sets the minimum appointment supported by this CalendarView in milliseconds since January 1, 1970 00: 00: 00 in TimeZone # getDefault  clip zona.",sink
SmsManager_sendDataMessage,sink,send a data base ms to a specific practical application port.,sink
ZoomButtonsController_setFocusable,sink, Sets whether the zoom controls should be focusable.,sink
ShareActionProvider_setShareIntent,sink,seth an intent with information about the share legal action.,sink
MediaMetadataRetriever_setDataSource,sink, Sets the data source as a content Uri.,sink
PrintWriter_print,sink, Prints a double-precision floating-point number.,sink
DecimalFormat_setMinimumIntegerDigits,sink, Sets the minimum number of digits allowed in the integer portion of a  number.,sink
SSLCertificateSocketFactory_setUseSessionTickets,sink, Enables session ticket  support on the given socket.,sink
AccountManager_newChooseAccountIntent,sink, Returns an intent to an Activity that prompts the user to choose from a list of  accounts.,sink
ImageView_setSelected,sink,alteration the selection land of this sight.,sink
AppWidgetManager_updateAppWidgetOptions,sink, Update the extras for a given widget instance.,sink
PropertyValuesHolder_setObjectValues,sink,stage set the alive value for this aim to this set of Objects.,sink
MediaPlayer_setDataSource,sink, Sets the data source  to use.,sink
AlarmManager_setRepeating,sink,schedule a repetition dismay.,sink
Socket_sendUrgentData,sink, Send one byte of urgent data on the socket.,sink
PipedOutputStream_write,sink, Writes the specified byte to the piped output stream.,sink
DateFormatSymbols_setAmPmStrings,sink, Sets ampm strings.,sink
AudioTrack_setPlaybackRate,sink,sets the playback sampling charge per unit for this runway.,sink
ObjectOutputStream_writeBytes,sink,write a String as a chronological succession of byte.,sink
AutoCompleteTextView_setListSelection,sink,set the position of the dropdown vista survival.,sink
SQLiteProgram_bindString,sink, Bind a String value to this statement.,sink
SimpleAdapter_setViewImage,sink,called by bindView  to do the image for an ImageView but just if at that place be no exist ViewBinder or if the existing ViewBinder cannot handle binding to an ImageView.,sink
DecimalFormat_setMultiplier,sink, Sets a number that will be used to multiply all numbers prior to formatting.,sink
WebSettings_setLayoutAlgorithm,sink, Sets the underlying layout algorithm.,sink
Array_set,neither, Sets the value of the indexed component of the specified array  object to the specified new value.,sink
Manifest_write,sink,pen the Manifest to the limit OutputStream.,sink
ImageView_setColorFilter,sink, Sets a tinting option for the image.,sink
PrintWriter_println,sink,Prints a String and then terminates the line.,sink
DecimalFormat_setNegativePrefix,neither, Affixes: Sets the string to prepend to negative numbers.,sink
Field_setByte,sink,set the time value of a field as a byte on the specified object.,sink
WebSettings_setCursiveFontFamily,sink, Sets the cursive font family name.,sink
ZoomButtonsController_setZoomSpeed,sink,pose the delay between zoom recall as the user halt a zoom clit.,sink
Handler_setEncoding,sink,set the character encode habituate by this Handler.,sink
Matrix2f_set,sink, Sets the value for a given row and column,sink
TextToSpeech_setLanguage,sink, Sets the text-to-speech language.,sink
WebSettings_setMediaPlaybackRequiresUserGesture,sink, Sets whether the WebView requires a user gesture to play media.,sink
AtomicInteger_lazySet,sink," Sets the value to newValue,  with memory effects as specified by VarHandle#setRelease.",sink
FloatBuffer_put,sink, Absolute put method .,sink
WebSettings_setAllowFileAccess,sink, Enables or disables file access within WebView.,sink
DatagramSocket_send,sink,station a datagram mailboat from this socket.,sink
Date_setTime,sink, Sets an existing Date object  using the given milliseconds time value.,sink
LocationManager_sendExtraCommand,sink,sends extra program line to a location provider.,sink
TextToSpeech_addSpeech,sink, Adds a mapping between a string of text and a sound file.,sink
StringWriter_append,sink, Appends the specified character sequence to this writer.,sink
AttributesImpl_setLocalName,sink,set the local public figure of a specific dimension.,sink
BackupDataOutput_writeEntityHeader,sink,st. mark the beginning of ace disc in the backup data stream.,sink
ObjectOutputStream_writeFloat,sink,writes a thirty two bit swim bladder.,sink
SimpleAdapter_setViewText,sink,call by bindView  to set the text for a TextView but entirely if there be no existing ViewBinder or if the existing ViewBinder cannot hold binding to a TextView.,sink
ByteBuffer_put,sink, Relative bulk put method .,sink
PrintWriter_print,sink, Prints a string.,sink
