class,class_description,method_name,args,return,description,has_description,args_string,aosp-gps,library,key
CastOptions,Configuration parameters for initializing the CastContext.,getCastMediaOptions,[''],CastMediaOptions,Returns the CastMediaOptions that is used to configure a media session.,1,,gps,framework,CastOptions_getCastMediaOptions
CastOptions,Configuration parameters for initializing the CastContext.,getEnableReconnectionService,[''],boolean,Returns true if ReconnectionService should be enabled when needed to better handle session recovery.,1,,gps,framework,CastOptions_getEnableReconnectionService
CastOptions,Configuration parameters for initializing the CastContext.,getLaunchOptions,[''],LaunchOptions,Returns the LaunchOptions.,1,,gps,framework,CastOptions_getLaunchOptions
CastOptions,Configuration parameters for initializing the CastContext.,getReceiverApplicationId,[''],String,Returns the cast receiver application ID.,1,,gps,framework,CastOptions_getReceiverApplicationId
CastOptions,Configuration parameters for initializing the CastContext.,getResumeSavedSession,[''],boolean,Returns true if the saved session should be resumed if it was dropped unexpectedly.,1,,gps,framework,CastOptions_getResumeSavedSession
CastOptions,Configuration parameters for initializing the CastContext.,getStopReceiverApplicationWhenEndingSession,[''],boolean,Returns true if the receiver application should be stopped when the session is ended by the user.,1,,gps,framework,CastOptions_getStopReceiverApplicationWhenEndingSession
CastOptions,Configuration parameters for initializing the CastContext.,getSupportedNamespaces,[''],List<String>,Returns the list of supported cast namespaces.,1,,gps,framework,CastOptions_getSupportedNamespaces
CastOptions,Configuration parameters for initializing the CastContext.,getVolumeDeltaBeforeIceCreamSandwich,[''],double,Returns the amount of receiver device volume to increase or decrease when the physical volume key is pressed on an Android device older than ICE CREAM SANDWICH.,1,,gps,framework,CastOptions_getVolumeDeltaBeforeIceCreamSandwich
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,build,[''],CastOptions,Builds and returns the CastOptions object.,1,,gps,framework,CastOptions.Builder_build
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setCastMediaOptions,['CastMediaOptions'],CastOptions.Builder,Sets the CastMediaOptions that will be used to configure the media session.,1,CastMediaOptions,gps,framework,CastOptions.Builder_setCastMediaOptions
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setEnableReconnectionService,['boolean'],CastOptions.Builder,Sets whether ReconnectionService should be enabled when needed to better handle session recovery.,1,boolean,gps,framework,CastOptions.Builder_setEnableReconnectionService
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setLaunchOptions,['LaunchOptions'],CastOptions.Builder,Sets the receiver launch options to use when launching the application.,1,LaunchOptions,gps,framework,CastOptions.Builder_setLaunchOptions
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setReceiverApplicationId,['String'],CastOptions.Builder,Sets the receiver application ID.,1,String,gps,framework,CastOptions.Builder_setReceiverApplicationId
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setResumeSavedSession,['boolean'],CastOptions.Builder,Sets whether the saved session should be resumed if it was dropped unexpectedly.,1,boolean,gps,framework,CastOptions.Builder_setResumeSavedSession
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setStopReceiverApplicationWhenEndingSession,['boolean'],CastOptions.Builder,"Specifies whether the receiver application should be terminated when a session is ended by the user via the ""Stop Casting"" button in the media router dialog.",1,boolean,gps,framework,CastOptions.Builder_setStopReceiverApplicationWhenEndingSession
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setSupportedNamespaces,['List<String>'],CastOptions.Builder,Sets the list of supported namespaces.,1,List<String>,gps,framework,CastOptions.Builder_setSupportedNamespaces
CastOptions.Builder,A builder to create an instance of CastOptions which is used to initialize the CastContext.,setVolumeDeltaBeforeIceCreamSandwich,['double'],CastOptions.Builder,Sets the amount of receiver device volume to increase or decrease when the physical volume key is pressed on an Android device older than ICE CREAM SANDWICH.,1,double,gps,framework,CastOptions.Builder_setVolumeDeltaBeforeIceCreamSandwich
CastSession,An implementation of Session for managing connections to a Cast receiver device.,addCastListener,['Cast.Listener'],void,"Adds the Cast.Listener for Cast events, such as change of the application status and change of device volume.",1,Cast.Listener,gps,framework,CastSession_addCastListener
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getActiveInputState,[''],int,Returns the device's active-input state.,1,,gps,framework,CastSession_getActiveInputState
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getApplicationConnectionResult,[''],Cast.ApplicationConnectionResult,"Returns the Cast.ApplicationConnectionResult, the result of launching or joining the receiver application when starting or resuming this session.",1,,gps,framework,CastSession_getApplicationConnectionResult
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getApplicationMetadata,[''],ApplicationMetadata,"Returns the metadata for the currently running receiver application, or null if the metadata is unavailable.",1,,gps,framework,CastSession_getApplicationMetadata
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getApplicationStatus,[''],String,"Returns the current receiver application status, if any.",1,,gps,framework,CastSession_getApplicationStatus
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getCastDevice,[''],CastDevice,Returns the CastDevice this CastSession is casting to.,1,,gps,framework,CastSession_getCastDevice
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getRemoteMediaClient,[''],RemoteMediaClient,Returns the RemoteMediaClient for remote media control.,1,,gps,framework,CastSession_getRemoteMediaClient
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getSessionRemainingTimeMs,[''],long,Returns the amount of time that this CastSession instance should still be considered live by the SDK.,1,,gps,framework,CastSession_getSessionRemainingTimeMs
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getStandbyState,[''],int,Returns the device's standby state.,1,,gps,framework,CastSession_getStandbyState
CastSession,An implementation of Session for managing connections to a Cast receiver device.,getVolume,[''],double,"Returns the device's volume, in the range [0.0, 1.0].",1,,gps,framework,CastSession_getVolume
CastSession,An implementation of Session for managing connections to a Cast receiver device.,isMute,[''],boolean,Returns the device's mute state.,1,,gps,framework,CastSession_isMute
CastSession,An implementation of Session for managing connections to a Cast receiver device.,removeCastListener,['Cast.Listener'],void,Removes the Cast.Listener.,1,Cast.Listener,gps,framework,CastSession_removeCastListener
CastSession,An implementation of Session for managing connections to a Cast receiver device.,removeMessageReceivedCallbacks,['String'],void,Removes the Cast.MessageReceivedCallback from this session for a given namespace.,1,String,gps,framework,CastSession_removeMessageReceivedCallbacks
CastSession,An implementation of Session for managing connections to a Cast receiver device.,requestStatus,[''],void,Requests the latest status from the device.,1,,gps,framework,CastSession_requestStatus
CastSession,An implementation of Session for managing connections to a Cast receiver device.,sendMessage,"['String', 'String']",PendingResult<Status>,Sends a message to the currently connected application.,1,String_String,gps,framework,CastSession_sendMessage
CastSession,An implementation of Session for managing connections to a Cast receiver device.,setMessageReceivedCallbacks,"['String', 'Cast.MessageReceivedCallback']",void,Sets the new Cast.MessageReceivedCallback listener on this session for a given namespace.,1,String_Cast.MessageReceivedCallback,gps,framework,CastSession_setMessageReceivedCallbacks
CastSession,An implementation of Session for managing connections to a Cast receiver device.,setMute,['boolean'],void,Mutes or unmutes the device's audio.,1,boolean,gps,framework,CastSession_setMute
CastSession,An implementation of Session for managing connections to a Cast receiver device.,setVolume,['double'],void,Sets the device volume.,1,double,gps,framework,CastSession_setVolume
CastState,The possible casting states.,toString,['int'],staticString,,0,int,gps,framework,CastState_toString
IntroductoryOverlay.Builder,The builder class that creates an instance of IntroductoryOverlay.,build,[''],IntroductoryOverlay,,0,,gps,framework,IntroductoryOverlay.Builder_build
IntroductoryOverlay.Builder,The builder class that creates an instance of IntroductoryOverlay.,setButtonText,['String'],IntroductoryOverlay.Builder,Sets the text used in the confirmation button on this overlay.,1,String,gps,framework,IntroductoryOverlay.Builder_setButtonText
IntroductoryOverlay.Builder,The builder class that creates an instance of IntroductoryOverlay.,setButtonText,['int'],IntroductoryOverlay.Builder,Sets the text used in the confirmation button on this overlay.,1,int,gps,framework,IntroductoryOverlay.Builder_setButtonText
IntroductoryOverlay.Builder,The builder class that creates an instance of IntroductoryOverlay.,setFocusRadius,['float'],IntroductoryOverlay.Builder,"Sets the radius of the ""hole"" around the cast button.",1,float,gps,framework,IntroductoryOverlay.Builder_setFocusRadius
